destination_port,flow_duration,total_fwd_packets,flow_bytes_per_sec,flow_packets_per_sec,min_packet_length,max_packet_length,packet_length_mean,packet_length_std,fwd_packets,bwd_packets,fwd_bytes,bwd_bytes,fwd_packets_per_sec,bwd_packets_per_sec,avg_packet_size,label,dataset_source,dataset_step,binary_label,binary_label_desc
50796,65.0,1,0.0,30769.23077,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,15384.61538,15384.61538,0.0,BENIGN,cic,1,0,Normal
53,45408.0,2,8809.020436927414,88.09020436927415,59.0,141.0,91.8,44.913249715423625,0.0,2,118.0,282.0,44.04510218463707,44.04510218463707,114.75,BENIGN,cic,1,0,Normal
80,1173370.0,4,20.45390627,3.408984378,6.0,6.0,6.0,0.0,0.0,0,24.0,0.0,3.408984378,0.0,7.5,DDoS,cic,1,1,Attack
53,262.0,2,1694656.489,15267.17557,47.0,175.0,98.2,70.10848736,0.0,2,94.0,350.0,7633.587786,7633.587786,122.75,BENIGN,cic,1,0,Normal
80,5248289.0,7,2008.273554,2.858074317,0.0,2920.0,658.75,1050.079584,0.0,8,326.0,10214.0,1.333768015,1.524306302,702.6666667,BENIGN,cic,1,0,Normal
443,190688.0,47,562028.0248,561.1260279,0.0,2896.0,992.3333333,1071.316249,0.0,60,1331.0,105841.0,246.4759188,314.6501091,1001.607477,BENIGN,cic,1,0,Normal
80.0,6.968464,8,1340.0,1.004526,9.2e-05,0.037455,0.018773,0.018682,5.0,3,640.0,700.0,0.574015,0.287007,0.037547,DoS,botiot,1,1,Attack
80,22.545406,10,1733.0,0.399194,0.0,3.176273,1.058758,1.49731,6.0,4,967.0,766.0,0.221775,0.364888,3.176273,DDoS,botiot,1,1,Attack
65478,4.0,2,221000000.0,500000.0,442.0,442.0,442.0,0.0,0.0,0,884.0,0.0,500000.0,0.0,663.0,UDP,cic,1,1,Attack
443,117135133.0,26,67.03368834694541,0.4012459694735652,0.0,2526.0,163.58333333333334,441.2363593616181,0.0,21,1834.0,6018.0,0.2219658554534616,0.1792801140201036,167.06382978723406,BENIGN,cic,1,0,Normal
8080,61529.0,4,5542.102098,113.7674918,0.0,195.0,42.625,75.57576615,0.0,3,207.0,134.0,65.00999529,48.75749647,48.71428571,Bot,cic,1,1,Attack
443,57902068.0,31,381.1780954,1.10531458,0.0,1867.0,339.5538462,421.3423872,0.0,33,11368.0,10703.0,0.53538675,0.569927831,344.859375,BENIGN,cic,1,0,Normal
53,20626.0,2,10666.149520023271,193.9299912731504,41.0,69.0,52.2,15.336231610144653,0.0,2,82.0,138.0,96.9649956365752,96.9649956365752,65.25,BENIGN,cic,1,0,Normal
443,271374.0,2,0.0,11.05485419,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,7.369902791,3.684951395,0.0,BENIGN,cic,1,0,Normal
53,2.501166,2,172.0,0.399814,0.0,0.0,0.0,0.0,2.0,0,172.0,0.0,0.399814,0.0,0.0,Normal,botiot,1,0,Normal
465,151.0,3,324503.3113,19867.54967,6.0,37.0,13.75,15.5,0.0,0,49.0,0.0,19867.54967,0.0,18.33333333,BENIGN,cic,1,0,Normal
80.0,116.759064,10,1743.0,0.077082,0.0,0.043711,0.011283,0.018731,6.0,4,977.0,766.0,0.042823,0.282764,0.045133,DDoS,botiot,1,1,Attack
53,256.0,2,1914062.5,15625.0,34.0,211.0,104.8,96.94689268,0.0,2,68.0,422.0,7812.5,7812.5,131.0,BENIGN,cic,1,0,Normal
53,20586.0,2,9909.647333139026,194.3068104537064,43.0,59.0,49.4,8.763560920082657,0.0,2,86.0,118.0,97.1534052268532,97.1534052268532,61.75,BENIGN,cic,1,0,Normal
53,244139.0,4,1622.026796,24.57616358,29.0,140.0,60.71428571,54.16245405,0.0,2,116.0,280.0,16.38410905,8.192054526,70.83333333,BENIGN,cic,1,0,Normal
7496,25.0,1,320000.0,80000.0,2.0,6.0,3.333333333,2.309401077,0.0,1,2.0,6.0,40000.0,40000.0,5.0,PortScan,cic,1,1,Attack
80,394652.0,5,5736.699675,20.27102359,0.0,1810.0,251.5555556,601.2094292,0.0,3,448.0,1816.0,12.66938974,7.601633845,283.0,BENIGN,cic,1,0,Normal
80,4511038.0,4,545.9940705,1.773427757,0.0,1234.0,273.6666667,543.0418953,0.0,4,1229.0,1234.0,0.886713878,0.886713878,307.875,BENIGN,cic,1,0,Normal
53,23350.0,1,12762.31263,85.65310493,45.0,253.0,114.3333333,120.088856,0.0,1,45.0,253.0,42.82655246,42.82655246,171.5,BENIGN,cic,1,0,Normal
80,1745.758057,34800,33131340.0,19.93346,4.950444,4.997833,4.966808,0.007544,34800.0,0,33131340.0,0.0,19.93346,0.0,1728.449097,Normal,botiot,1,0,Normal
2843,1.0,2,494000000.0,2000000.0,247.0,247.0,247.0,0.0,0.0,0,494.0,0.0,2000000.0,0.0,370.5,DrDoS_SNMP,cic,1,1,Attack
443,83.0,1,96385.54217,24096.38554,2.0,6.0,3.333333333,2.309401077,0.0,1,2.0,6.0,12048.19277,12048.19277,5.0,PortScan,cic,1,1,Attack
80.0,94.190605,10,1849.0,0.095551,0.0,4.097918,1.365973,1.931777,6.0,4,1083.0,766.0,0.053084,0.328036,4.097918,DDoS,botiot,1,1,Attack
80,151634.0,3,78966.45871,59.35344316,0.0,5792.0,1197.4,1885.538367,0.0,6,379.0,11595.0,19.78448105,39.56896211,1330.444444,DoS Hulk,cic,1,1,Attack
53,23910.0,2,9703.053116,167.2940192,28.0,88.0,52.0,32.86335345,0.0,2,56.0,176.0,83.64700962,83.64700962,65.0,BENIGN,cic,1,0,Normal
80,75069432.0,9,15.31915148,0.239778023,0.0,597.0,91.94736842,218.3263291,0.0,9,597.0,553.0,0.119889012,0.119889012,97.05555556,BENIGN,cic,1,0,Normal
53,246.0,2,1804878.049,16260.1626,47.0,175.0,98.2,70.10848736,0.0,2,94.0,350.0,8130.081301,8130.081301,122.75,BENIGN,cic,1,0,Normal
53,70921565.0,3,6.260437146,0.084600502,41.0,122.0,69.28571429,35.38697635,0.0,3,133.0,311.0,0.042300251,0.042300251,80.83333333,BENIGN,cic,1,0,Normal
80.0,13.955059,10,1834.0,0.644927,0.0,0.000231,7.7e-05,0.000109,6.0,4,1068.0,766.0,0.358293,0.594652,0.000231,DoS,botiot,1,1,Attack
37456,5.0,2,471000000.0,400000.0,0.0,2357.0,1571.333333,1360.814584,0.0,0,2357.0,0.0,400000.0,0.0,2357.0,BENIGN,cic,1,0,Normal
80,206290.0,7,3393.2813030200205,43.62790246740026,0.0,350.0,70.0,147.57295747452437,0.0,2,700.0,0.0,33.9328130302002,9.69508943720006,77.77777777777777,BENIGN,cic,1,0,Normal
80,115978816.0,20,72.38390845,0.34489057,0.0,1760.0,204.7560976,505.4001771,0.0,20,3208.0,5187.0,0.172445285,0.172445285,209.875,BENIGN,cic,1,0,Normal
443,20269583.0,31,2626.053037,3.157440387,0.0,2896.0,818.9076923,968.9512811,0.0,33,1821.0,51408.0,1.529385188,1.6280552,831.703125,BENIGN,cic,1,0,Normal
53528,1.0,3,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3000000.0,0.0,0.0,BENIGN,cic,1,0,Normal
53,179.0,2,513966.4804,22346.36872,23.0,23.0,23.0,0.0,0.0,2,46.0,46.0,11173.18436,11173.18436,28.75,BENIGN,cic,1,0,Normal
57748,18018.0,3,999.000999,166.5001665,6.0,6.0,6.0,0.0,0.0,0,18.0,0.0,166.5001665,0.0,8.0,BENIGN,cic,1,0,Normal
55285,58.0,1,206896.5517,34482.75862,6.0,6.0,6.0,0.0,0.0,1,6.0,6.0,17241.37931,17241.37931,9.0,BENIGN,cic,1,0,Normal
59235,2.0,2,1472000000.0,1000000.0,1472.0,1472.0,1472.0,0.0,0.0,0,2944.0,0.0,1000000.0,0.0,2208.0,DrDoS_MSSQL,cic,1,1,Attack
5173,2.0,2,562000000.0,1000000.0,562.0,562.0,562.0,0.0,0.0,0,1124.0,0.0,1000000.0,0.0,843.0,DrDoS_DNS,cic,1,1,Attack
53,159.0,2,1106918.239,25157.2327,36.0,52.0,42.4,8.76356092,0.0,2,72.0,104.0,12578.61635,12578.61635,53.0,BENIGN,cic,1,0,Normal
443,142936.0,47,739533.7774,727.5983657,0.0,4344.0,1006.72381,1113.852829,0.0,57,1313.0,104393.0,328.8184922,398.7798735,1016.403846,BENIGN,cic,1,0,Normal
55202,4.0,2,3000000.0,500000.0,6.0,6.0,6.0,0.0,0.0,0,12.0,0.0,500000.0,0.0,9.0,BENIGN,cic,1,0,Normal
21,8587446.0,9,34.58537032,2.794777399,0.0,34.0,11.88,12.76166133,0.0,15,109.0,188.0,1.048041525,1.746735875,12.375,FTP-Patator,cic,1,1,Attack
80.0,7.436036,8,2043.0,0.941362,0.000191,0.033488,0.01684,0.016649,5.0,3,713.0,1330.0,0.537921,0.268961,0.033679,DoS,botiot,1,1,Attack
52253,32.0,1,375000.0,62500.0,6.0,6.0,6.0,0.0,0.0,1,6.0,6.0,31250.0,31250.0,9.0,Bot,cic,1,1,Attack
80.0,6.776719,8,1428.0,1.032948,0.000105,0.109358,0.054731,0.054626,5.0,3,728.0,700.0,0.590256,0.295128,0.109463,DoS,botiot,1,1,Attack
59172,161.0,1,459627.32919254655,37267.08074534161,0.0,37.0,10.571428571428571,18.054151349547865,0.0,5,0.0,74.0,6211.180124223602,31055.900621118013,12.333333333333336,BENIGN,cic,1,0,Normal
80,18582216.0,9,655.4116043,0.807223423,0.0,5792.0,761.1875,1750.473049,0.0,6,547.0,11632.0,0.484334054,0.322889369,811.9333333,DoS GoldenEye,cic,1,1,Attack
80,6.400703,8,1462.0,1.09363,0.0,2.226655,1.113328,1.113328,5.0,3,762.0,700.0,0.624931,0.898208,2.226655,DDoS,botiot,1,1,Attack
80,40290127.0,18,91.8339125612585,0.8438791965088619,0.0,705.0,105.7142857142857,241.14659581314612,0.0,16,880.0,2820.0,0.4467595746223386,0.3971196218865232,108.82352941176472,BENIGN,cic,1,0,Normal
443,21517532.0,21,1520.806382,2.18426537,0.0,2896.0,681.75,872.042174,0.0,26,1115.0,31609.0,0.975948357,1.208317013,696.2553191,BENIGN,cic,1,0,Normal
53,23441.0,1,9043.982765,85.32059212,90.0,122.0,100.6666667,18.47520861,0.0,1,90.0,122.0,42.66029606,42.66029606,151.0,BENIGN,cic,1,0,Normal
80,23302.0,3,511157.8405,300.4033988,0.0,8688.0,1488.875,3077.518919,0.0,4,316.0,11595.0,128.7443138,171.6590851,1701.571429,DoS Hulk,cic,1,1,Attack
21,83.0,1,0.0,24096.38554,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,12048.19277,12048.19277,0.0,FTP-Patator,cic,1,1,Attack
53,70116.0,2,5334.017913,57.04831993,39.0,148.0,82.6,59.70175877,0.0,2,78.0,296.0,28.52415996,28.52415996,103.25,BENIGN,cic,1,0,Normal
53,60809.0,2,6084.625631,65.77973655,40.0,145.0,82.0,57.51086854,0.0,2,80.0,290.0,32.88986828,32.88986828,102.5,BENIGN,cic,1,0,Normal
80,6.116976,8,1460.0,1.144356,9.9e-05,0.013051,0.006575,0.006476,5.0,3,760.0,700.0,0.653918,0.326959,0.01315,DDoS,botiot,1,1,Attack
55382,56.0,1,0.0,35714.28571,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,17857.14286,17857.14286,0.0,BENIGN,cic,1,0,Normal
51265,33597.0,200,2619281.4834657856,5952.91246242224,440.0,440.0,440.0,0.0,0.0,0,88000.0,0.0,5952.91246242224,0.0,442.2,DrDoS_DNS,cic,1,1,Attack
8080,1026389.0,3,17.53721055,5.84573685,0.0,6.0,2.571428571,3.207134903,0.0,3,0.0,18.0,2.922868425,2.922868425,3.0,BENIGN,cic,1,0,Normal
37724,1.0,2,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2000000.0,0.0,0.0,TFTP,cic,1,1,Attack
80,82462.0,3,141071.0388,109.1411802,0.0,5840.0,1163.3,2138.329153,0.0,6,26.0,11607.0,36.38039339,72.76078679,1292.555556,DDoS,cic,1,1,Attack
80.0,14.031108,10,1651.0,0.641432,0.0,1.993781,0.664628,0.939853,6.0,4,885.0,766.0,0.356351,0.249225,1.993885,DoS,botiot,1,1,Attack
46676,104566760.0,14,0.0,0.1338857587248567,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.1338857587248567,0.0,0.0,Syn,cic,1,1,Attack
443,119952278.0,15,49.86149575,0.225089514,0.0,2860.0,213.6071429,570.3301409,0.0,12,939.0,5042.0,0.12504973,0.100039784,221.5185185,BENIGN,cic,1,0,Normal
53,49834.0,2,5658.787173,80.26648473,40.0,101.0,64.4,33.41107601,0.0,2,80.0,202.0,40.13324236,40.13324236,80.5,BENIGN,cic,1,0,Normal
80,146704.0,3,81102.08311,68.16446723,0.0,4344.0,1081.636364,1442.280851,0.0,7,303.0,11595.0,20.44934017,47.71512706,1189.8,DoS Hulk,cic,1,1,Attack
80,6.365823,8,1423.0,1.099622,0.000124,0.042052,0.021088,0.020964,5.0,3,723.0,700.0,0.628356,0.314178,0.042176,DDoS,botiot,1,1,Attack
80,117503.0,3,99001.72762,59.57294707,0.0,11595.0,1454.125,4097.537534,0.0,4,26.0,11607.0,25.53126303,34.04168404,1661.857143,DDoS,cic,1,1,Attack
443,5253976.0,7,149.4106559,2.093652502,0.0,517.0,65.41666667,149.8383725,0.0,4,635.0,150.0,1.33232432,0.761328183,71.36363636,BENIGN,cic,1,0,Normal
80,14.005517,10,1642.0,0.642604,0.0,1.982122,0.660739,0.934359,6.0,4,876.0,766.0,0.357002,0.249514,1.982218,DDoS,botiot,1,1,Attack
443,166.0,1,0.0,12048.19277,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,6024.096386,6024.096386,0.0,BENIGN,cic,1,0,Normal
80,5001169.0,3,0.0,0.799813004,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.599859753,0.199953251,0.0,PortScan,cic,1,1,Attack
80.0,13.96274,10,1661.0,0.644573,0.0,0.000286,9.5e-05,0.000135,6.0,4,895.0,766.0,0.358096,0.594654,0.000286,DoS,botiot,1,1,Attack
80,613.0,2,16313.2137,4893.964111,2.0,6.0,3.0,2.0,0.0,1,8.0,2.0,3262.642741,1631.32137,4.0,PortScan,cic,1,1,Attack
80,150560.0,3,79390.2763,59.77683316,0.0,4344.0,1195.3,1620.879326,0.0,6,358.0,11595.0,19.92561105,39.8512221,1328.111111,DoS Hulk,cic,1,1,Attack
443,156.0,2,0.0,12820.51282,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,12820.51282,0.0,0.0,BENIGN,cic,1,0,Normal
34320,171.0,1,0.0,11695.906432748538,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5847.953216374269,5847.953216374269,0.0,DrDoS_DNS,cic,1,1,Attack
80.0,6.967576,8,1433.0,1.004654,0.008097,0.036743,0.02242,0.014323,5.0,3,733.0,700.0,0.574088,0.287044,0.04484,DoS,botiot,1,1,Attack
0,3.0,2,0.0,666666.6666666666,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,666666.6666666665,0.0,0.0,BENIGN,cic,1,0,Normal
443,5270349.0,9,1076.778786,3.035852085,0.0,1460.0,333.8235294,562.1320169,0.0,7,411.0,5264.0,1.707666798,1.328185287,354.6875,BENIGN,cic,1,0,Normal
80,365533.0,4,33488.08452,24.62157999,0.0,5792.0,1224.1,1989.114233,0.0,5,646.0,11595.0,10.94292444,13.67865555,1360.111111,DoS Hulk,cic,1,1,Attack
80,6.36478,8,1367.0,1.099802,9.1e-05,0.025855,0.012973,0.012882,5.0,3,667.0,700.0,0.628458,0.314229,0.025946,DDoS,botiot,1,1,Attack
16785,1.0,2,2944000000.0,2000000.0,1472.0,1472.0,1472.0,0.0,0.0,0,2944.0,0.0,2000000.0,0.0,2208.0,DrDoS_MSSQL,cic,1,1,Attack
15532,117.0,2,0.0,34188.03418803419,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,17094.017094017094,17094.017094017094,0.0,Syn,cic,1,1,Attack
4433,0.00016,2,134.0,6250.0,0.00016,0.00016,0.00016,0.0,1.0,1,74.0,60.0,0.0,0.0,0.00016,Theft,botiot,1,1,Attack
53,65296.0,2,2389.120313648615,61.259495221759366,31.0,47.0,37.4,8.763560920082657,0.0,2,62.0,94.0,30.629747610879683,30.629747610879683,46.75,BENIGN,cic,1,0,Normal
2170.0,0.000147,2,120.0,6802.721191,0.000147,0.000147,0.000147,0.0,1.0,1,60.0,60.0,0.0,0.0,0.000147,Reconnaissance,botiot,1,1,Attack
53,186.0,2,1591397.849,21505.37634,45.0,103.0,68.2,31.76790834,0.0,2,90.0,206.0,10752.68817,10752.68817,85.25,BENIGN,cic,1,0,Normal
42624,110004.0,4,13144.976546307407,36.36231409766918,330.0,393.0,355.2,34.50652112282547,0.0,0,1446.0,0.0,36.362314097669184,0.0,444.0,DrDoS_UDP,cic,1,1,Attack
53,20749.0,2,15422.429996626342,192.78037495782928,32.0,128.0,70.4,52.58136552049595,0.0,2,64.0,256.0,96.39018747891464,96.39018747891464,88.0,BENIGN,cic,1,0,Normal
55321,181.0,1,66298.34254,11049.72376,6.0,6.0,6.0,0.0,0.0,1,6.0,6.0,5524.861878,5524.861878,9.0,BENIGN,cic,1,0,Normal
80,15954661.0,9,753.0714692,0.877486523,0.0,10184.0,801.0,2623.155597,0.0,5,383.0,11632.0,0.564098479,0.313388044,858.2142857,DoS GoldenEye,cic,1,1,Attack
61133,48.0,2,15375000.0,41666.66666666666,369.0,369.0,369.0,0.0,0.0,0,738.0,0.0,41666.66666666666,0.0,553.5,DrDoS_UDP,cic,1,1,Attack
443,5923022.0,7,124.9362234,1.857160078,0.0,517.0,61.66666667,149.2705496,0.0,4,599.0,141.0,1.181829141,0.675330937,67.27272727,BENIGN,cic,1,0,Normal
80,115344683.0,16,17.1659408,0.260090012,0.0,1365.0,63.87096774,265.5174498,0.0,14,1365.0,615.0,0.138714673,0.121375339,66.0,BENIGN,cic,1,0,Normal
80,50238795.0,18,49.08557221565525,0.6767678245467471,0.0,788.0,70.45714285714286,206.89231965632047,0.0,16,890.0,1576.0,0.3582888482894544,0.3184789762572928,72.52941176470588,BENIGN,cic,1,0,Normal
80,99157.0,2,121.0202003,20.17003338,6.0,6.0,6.0,0.0,0.0,0,12.0,0.0,20.17003338,0.0,9.0,BENIGN,cic,1,0,Normal
53,44984.0,4,13871.59879,177.8410101,36.0,120.0,73.33333333,44.27188724,0.0,4,144.0,480.0,88.92050507,88.92050507,82.5,BENIGN,cic,1,0,Normal
53,259.0,2,1142857.143,15444.01544,45.0,103.0,68.2,31.76790834,0.0,2,90.0,206.0,7722.007722,7722.007722,85.25,BENIGN,cic,1,0,Normal
443,5393082.0,10,1067.664093,3.152186449,0.0,1460.0,319.8888889,520.3951992,0.0,7,746.0,5012.0,1.854227323,1.297959126,338.7058824,BENIGN,cic,1,0,Normal
80.0,6.792284,9,1452.0,1.177807,0.0,1.783722,0.891861,0.891861,5.0,4,686.0,766.0,0.588904,0.441678,1.783722,DoS,botiot,1,1,Attack
443,4714705.0,5,38.39052496,1.272614087,6.0,46.0,32.42857143,18.86670032,0.0,1,135.0,46.0,1.060511739,0.212102348,37.83333333,BENIGN,cic,1,0,Normal
80,141590.0,3,83946.6064,63.563811,0.0,5792.0,1188.6,1889.982434,0.0,6,291.0,11595.0,21.187937,42.375874,1320.666667,DoS Hulk,cic,1,1,Attack
80.0,14.022392,10,1744.0,0.641831,0.0,1.986501,0.662201,0.936422,6.0,4,978.0,766.0,0.356573,0.249255,1.986602,DoS,botiot,1,1,Attack
57059,189.0,1,0.0,15873.015873015873,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,5291.005291005291,10582.010582010582,0.0,BENIGN,cic,1,0,Normal
57749,30.0,1,400000.0,66666.66667,6.0,6.0,6.0,0.0,0.0,1,6.0,6.0,33333.33333,33333.33333,9.0,BENIGN,cic,1,0,Normal
443,66872494.0,38,746.0316943,1.136491186,0.0,4344.0,647.9090909,989.5975283,0.0,38,1061.0,48828.0,0.568245593,0.568245593,656.4342105,BENIGN,cic,1,0,Normal
80,144170.0,3,82576.12541,69.36255809,0.0,4344.0,1082.272727,1579.634014,0.0,7,310.0,11595.0,20.80876743,48.55379066,1190.5,DoS Hulk,cic,1,1,Attack
8080,68412.0,4,4984.505642,102.3212302,0.0,195.0,42.625,75.57576615,0.0,3,207.0,134.0,58.4692744,43.8519558,48.71428571,Bot,cic,1,1,Attack
443,104492.0,2,114.8413276,19.14022126,6.0,6.0,6.0,0.0,0.0,0,12.0,0.0,19.14022126,0.0,9.0,BENIGN,cic,1,0,Normal
53,59889.0,1,2571.423801,33.39511429,49.0,105.0,67.66666667,32.33161507,0.0,1,49.0,105.0,16.69755715,16.69755715,101.5,BENIGN,cic,1,0,Normal
53,51047.0,2,4466.472075,78.35915921,37.0,77.0,53.0,21.9089023,0.0,2,74.0,154.0,39.1795796,39.1795796,66.25,BENIGN,cic,1,0,Normal
53,48559.0,2,6837.043596,82.37401923,41.0,125.0,74.6,46.00869483,0.0,2,82.0,250.0,41.18700962,41.18700962,93.25,BENIGN,cic,1,0,Normal
21,234.0,2,59829.05983,12820.51282,0.0,14.0,7.0,8.082903769,0.0,1,14.0,0.0,8547.008547,4273.504274,9.333333333,FTP-Patator,cic,1,1,Attack
80,885003.0,3,13144.58821,10.16945705,0.0,4380.0,1163.3,1903.962654,0.0,6,26.0,11607.0,3.389819018,6.779638035,1292.555556,DDoS,cic,1,1,Attack
80,5567418.0,3,0.0,0.718465903,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.538849427,0.179616476,0.0,BENIGN,cic,1,0,Normal
36380,3.0,2,0.0,666666.6667,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,666666.6667,0.0,0.0,BENIGN,cic,1,0,Normal
80,901576.0,3,12902.96104,9.982519499,0.0,4380.0,1163.3,1903.962654,0.0,6,26.0,11607.0,3.3275065,6.655012999,1292.555556,DDoS,cic,1,1,Attack
40014,1.0,2,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2000000.0,0.0,0.0,Syn,cic,1,1,Attack
1165,115228095.0,16,0.0,0.138855024896489,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.138855024896489,0.0,0.0,Syn,cic,1,1,Attack
25397,109603.0,4,13193.069532768262,36.49535140461484,330.0,393.0,355.2,34.50652112282547,0.0,0,1446.0,0.0,36.49535140461485,0.0,444.0,DrDoS_UDP,cic,1,1,Attack
80.0,13.946602,10,1591.0,0.645319,0.0,2.070668,0.690259,0.976097,6.0,4,825.0,766.0,0.35851,0.252612,2.070777,DoS,botiot,1,1,Attack
443,142098.0,49,743979.5071,753.0014497,0.0,2896.0,978.8703704,1074.666956,0.0,58,1325.0,104393.0,344.8324396,408.1690101,988.0186916,BENIGN,cic,1,0,Normal
80.0,26.747456,10,1519.0,0.336481,0.0,7.9e-05,2e-05,3.4e-05,6.0,4,753.0,766.0,0.186934,0.249775,7.9e-05,DDoS,botiot,1,1,Attack
57841,35453.0,4,100724.9034,141.0317886,6.0,2860.0,596.1666667,1142.585212,0.0,1,3565.0,6.0,112.8254309,28.20635771,715.4,BENIGN,cic,1,0,Normal
21,9467156.0,9,31.16036115,2.535080229,0.0,34.0,11.8,12.6589889,0.0,15,107.0,188.0,0.950655086,1.584425143,12.29166667,FTP-Patator,cic,1,1,Attack
38707,50.0,2,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40000.0,0.0,0.0,TFTP,cic,1,1,Attack
51930,7.0,1,1714285.714,285714.2857,6.0,6.0,6.0,0.0,0.0,1,6.0,6.0,142857.1429,142857.1429,9.0,Bot,cic,1,1,Attack
80,10941545.0,4,2.193474505,0.365579084,6.0,6.0,6.0,0.0,0.0,0,24.0,0.0,0.365579084,0.0,7.5,DDoS,cic,1,1,Attack
80,1708308.0,3,6809.661958,5.268370809,0.0,4380.0,1163.3,1903.962654,0.0,6,26.0,11607.0,1.756123603,3.512247206,1292.555556,DDoS,cic,1,1,Attack
62132,2.0,2,229000000.0,1000000.0,229.0,229.0,229.0,0.0,0.0,0,458.0,0.0,1000000.0,0.0,343.5,DrDoS_SNMP,cic,1,1,Attack
32149,1.0,2,2944000000.0,2000000.0,1472.0,1472.0,1472.0,0.0,0.0,0,2944.0,0.0,2000000.0,0.0,2208.0,DrDoS_MSSQL,cic,1,1,Attack
80.0,28.085463,10,1694.0,0.32045,0.0,0.037485,0.012495,0.017671,6.0,4,928.0,766.0,0.178028,0.590207,0.037485,DDoS,botiot,1,1,Attack
80,20.862389,10,1626.0,0.431398,0.0,0.000119,3e-05,5.2e-05,6.0,4,860.0,766.0,0.239666,0.252281,0.000119,DDoS,botiot,1,1,Attack
67,91788947.0,14,45.75714328654408,0.1525238109551469,300.0,300.0,300.0,0.0,0.0,0,4200.0,0.0,0.1525238109551469,0.0,321.42857142857144,BENIGN,cic,1,0,Normal
443,66999539.0,70,2535.166697,2.447778036,0.0,4380.0,1029.424242,1136.181255,0.0,94,2890.0,166965.0,1.044783308,1.402994728,1035.70122,BENIGN,cic,1,0,Normal
80.0,7.444608,8,2045.0,0.940278,0.000448,0.036398,0.018423,0.017975,5.0,3,715.0,1330.0,0.537302,0.268651,0.036846,DoS,botiot,1,1,Attack
80,14.029669,10,1686.0,0.641498,0.0,0.025794,0.008598,0.012159,6.0,4,920.0,766.0,0.356388,0.589468,0.025794,DDoS,botiot,1,1,Attack
4433,0.000134,2,134.0,7462.686523,0.000134,0.000134,0.000134,0.0,1.0,1,74.0,60.0,0.0,0.0,0.000134,Theft,botiot,1,1,Attack
80.0,18.87274,10,2144.0,0.476878,1.05138,2.636403,1.843892,0.792511,6.0,4,748.0,1396.0,0.264932,0.184771,3.687783,DoS,botiot,1,1,Attack
123,42882.0,1,2238.701553,46.63961569,48.0,48.0,48.0,0.0,0.0,1,48.0,48.0,23.31980784,23.31980784,72.0,BENIGN,cic,1,0,Normal
80,145696.0,3,81676.91632,68.63606413,0.0,4344.0,1081.818182,1579.879161,0.0,7,305.0,11595.0,20.59081924,48.04524489,1190.0,DoS Hulk,cic,1,1,Attack
53,93031.0,1,2934.505702,21.49821027,45.0,228.0,106.0,105.6550993,0.0,1,45.0,228.0,10.74910514,10.74910514,159.0,BENIGN,cic,1,0,Normal
80.0,7.037367,10,1590.0,1.278887,0.894567,1.098952,0.99676,0.102193,6.0,4,824.0,766.0,0.710493,0.488377,1.993519,DoS,botiot,1,1,Attack
80,8898794.0,4,2.696994671,0.449499112,6.0,6.0,6.0,0.0,0.0,0,24.0,0.0,0.449499112,0.0,7.5,DDoS,cic,1,1,Attack
53,126693.0,1,2075.884224,15.78619182,46.0,217.0,103.0,98.72689603,0.0,1,46.0,217.0,7.893095909,7.893095909,154.5,BENIGN,cic,1,0,Normal
57847,62.0,1,193548.3871,32258.06452,6.0,6.0,6.0,0.0,0.0,1,6.0,6.0,16129.03226,16129.03226,9.0,BENIGN,cic,1,0,Normal
53,46514.0,1,3891.301544,42.99780711,64.0,117.0,81.66666667,30.59956427,0.0,1,64.0,117.0,21.49890356,21.49890356,122.5,BENIGN,cic,1,0,Normal
443,194935.0,50,549844.8201,595.0701516,0.0,4344.0,916.1025641,973.7844889,0.0,66,1343.0,105841.0,256.495755,338.5743966,924.0,BENIGN,cic,1,0,Normal
49003,3.0,2,981333333.3333333,666666.6666666666,1472.0,1472.0,1472.0,0.0,0.0,0,2944.0,0.0,666666.6666666665,0.0,2208.0,DrDoS_DNS,cic,1,1,Attack
